231,21
21
29,11,142,151,156,33
339,35,66,143,18,176,387,178,116,2,473,387,25,2,21
140
141,69,139,347
57,21
29,11,142,151,156,33
57,21
57,187,146,149,21
113,23,106
0,76,32,30
15,5,16,3,3,423,239,239,16,3,3,162,22,480,39,44,3,3,162,281,470,224,224,0,19,3,3,162,2,23
23,177,177,0
13,305,729,217,42,305,217,42,269,269,611,0,44,44,217,165,369,217,78,42,42,119,181,42,12,12,579,164,217,317,181,590,11,11,42,42,305,533,217,269,28,647,164,181,21,0,88
0,138,138,0,81,0,130
107,107,2,302,0
27,27,2,27,150,326,331,307,30,32,27,351,27,0,7
16,2,402
98,298,261,261,298,261,34,580,71,261,34,716,98,78,98,11,34,363,363,71,0,71
479,479,34,98,76,663,22,50,389,389,0,6
68,448,265,195,489,697,498,219,219,0
0,103,499,221,196,578,0,200
93,0,93,735,131,131,284,0,43,131,131,0
195,3,3,466,0,15,180
7,8,2,168,23,177,2,39,8
2,25,37,84,164
2,30,32,24,24,496,340
83,19,2,429,7,121,280,7,240,318,310,16,28,597,127
2,8
234,234,33,2
23,340,489,725,119,45,111,0
69,488,142,60,51,5,61,242
398,685,265,70,237,398,123,100,100,136
14,29,74,7,8
103,74,8
0,65,116,75
349,0
48,134,61,134,316,5,5,285,50,48,14,49,3,3,0,0,14,41
14,29,74,7,8
74,302,14,0,270,37,37,144,275,123,225,2,10
103,74,8
6
29,11,142,151,156,33
57,21
29,360
57,187,146,149,21
6
57,21
29,11,142,151,156,33
57,21
29,360
57,187,146,149,21
0,71,263,263,51,16,114,83,2,19
29,325,0,21,33
46,46,251,46,20,0,46,20,0,19,71,0
22,56,64,297,56,64,297,36,138,127,1,399,399,0,0,100,454,247,50,50
64,1,133,63,64,175,133,0,88
28,63,133,64,1,0,110,62,53,52,4,0,1,0
8,68,410,57,614,29,615,410,276,515,505
8,68,449,57,105,29,105,451,175,105,605
8,68,79,453,79,79,453,79,339,35,561,57,373,339,29,20,500
72,18,72,14,145,66,63,8,0
6,0,719,365,22,2,0,200,22
6,100,0,550,639,6,6,270,0,41
295,483,711,254,172,296,385,433,295,483,111
28,87,87,115,0,115,0,87,87,0,15,674,115,207,621
79,79,100,92,510
79,79,100,250,698,194
37,0,471,471,37,0,233
407,79,431,37,36,36,437,91,22,23
149,233
32
30,86,749
200,81,81,37
0,99,32
202,271,271,172,172
140,331
149,38,38,15
103,30,32,15,152,30,366,152,445,445,246,457,366,240,240,184,0,2,387
32,209,112,112,206,206,438,187,254,184,0,2
646,172,156,172,167,226,7,641,32,184,0,2
241,266,709,254,752,448,265,25,184,0,2,0,115
103,7,279,117,30,32,184,0,2,346
70,417,295,37,136
538
671
315,450,36,140,7,36,140,72,0,6,3,3,348
62,628,424,657,620,185,29,722,152,545,26,152,522,376,113,554,80,0,141
0,9,739,491,713,746,58,157,0,13,415,124,82,36,0,88
11,11,0,13,4,0,1,20,0,379,356,112,112,260,192
0,6,11,381,8,8,24,540,67,110,0,106
530,15,60,8,11,11,15,3,3
93,218,206,511,292,267,413,284,284,10
29,14,0,69,157,171,54,40,703,29,81,0,666
249,2,6,54,40,29,0,267,54,40,54,40,370,610,17
249,2,6,463,54,40,54,557,325,0,54
29,0,267,54,40,54,40,299,741,376,152,375,718,730,6,463,54,40,157,308,17
74,324,74,159,43,7,1,120,43,259,259,1,728,457,259,150,0,0,594,0,88,7
47,92,238,174,102,102,299,299,0,378,190,0,141,174,0,304,6,484,571,484,675,23,114,238,92,174,667,424,56,0,0,6,3,3,7,10
324,38,38,138
526,404,404,139,210,47,329,8,11,11,0,329,532,102,8,11,11,0,36,272,102,521,11,11,0,198,13,198,11,11,0,41
1,16,15,2,0,193,193,5,5,1,1,486,486,1,1,4,172,2
4,0,1,0,70,31
4,0,1,25
0,189,93,105,165,196,294,33,127,17,1,0,70,94,97,0,428,280,542,0,141,0,126,430
4,17,0,1,45,502,10,55
11,11,0,13,4,0,1,20,0,379,356,112,112,260,192
4,0,4,1,85,96,0,16,1,289,0,276
84,1,4,165,0,355,249,0,1,249,0,67,110,88
17,105,447,20,308,23,199
13,4,0,1,95,101,0,24,24,291,91,287,116,282
13,4,1,4,0,13,4,84,119
126,0,93,4,10,0,0,22
130,0,1,62,53,52,292,153,0
13,0,1,130,59,0,192
4,0,4,1,22,22,60,1,107,0,6
43,80,43,28,131,129,277,131,10,0,17,0,268
619,51,9,2,115,105,28,63,117,317,596,76,105,451,9,0,105,17,300
18,66,140,473,114,528,509,134,151,534,231,645,145,189,93,0,17,0
17,8,33,8,8,8,8,210,566,8,17,0,10
16,5,15,651,10,25
15,2,241,241,23
38,721,507,708,68,565,318,595,490,490,365,478,478,382,2,56,240,318,38,138
7,84,0,0,71,30,32,2,87,73,91,0,1,24,222,0,163,163,5,5
3,16,3,83,2,16,346,346,2,25
18,77,45,18,77,45,0,1,10,0,205,4,0,1
4,0,1,17,17
189,0,1,1,73,0,82,7,22,257
4,0,1,177,336,167,199,21,0,21
45,0,9,9,0,1,59,59,59,0,5,272,658,245,153
131,0,643,0,1,78,642,90
12,26,44,130,44,69,139,211,248,62,53,52,4,0,1,25,0,0,89,106
110,203,237,635,560,132,69,139,211,248,119,11,11,0,265,90
702,301
17,0,13,493,328,0,2,47,58,155,6,9,271,271,598,49
17,0,13,493,380,380,0,281,10,22
452,8,0,452,159,59,549,59,370,202,0,421,16,1,43,43,552,7,87,53,52,695,377,0,81,81,130
13,124,82
26,181,12,12,181,474,564,474,350,652,211,8,59,0,0,97,308,11,43,257
414,0,1,1,11,506
90,414,0,1,1,11,245,108
352,4,0,1,28,0,10,192
4,0,4,1,60,1,151,60,151,4,20,60,1,107,0,6
87,53,52,4,1,25
13,75,0,413,212,377,438,0,33
83,2,0
1,288,283,169,25,0,27,0
35,460,665,62,53,52,4,0,1,0,167,36,756,742,175,175,175
12,12,26,421,12,12,26,90,12,12,26,4,12,12,26,12,12,26,21,12,12,26,640,12,12,26,133,12,12,26,238,12,12,26,119,328,12,12,26,0,0,230,55
78,12,12,90,26,90,0,1,159,33,13,127,0,1,39,39
0,430,101,101,378,102,10,0,76,22,0,28,7,0,28,68,495,668,210,217,150,90,217,102,102,218,218,396,102,0
726,0,494
523,301,582
20,0,65,65,36,36,13,4,0,1,192
51,5,0,62,72,44,117,751,567,209,209,6,6,169,417,233
68,221,231,278,202,202,121,157,700,17,325,0,21
68,75,202,351,586,21
67,245,2,62,33,84,600,72,117
27,236,236,27,8,33
4,17,45,70,0,20
4,0,4,1,232,55,65,65
744,99,755,14,199,75,324,245,20,0,55,20,37,37,136
36,720,577,185,45,13,4,0,1,20,0,382,356,112,112,352,20,37,37,136
750,745,153,22,4,0,1,55,65,0,88
0,1,539,43,2,55,104,31,49,3,3,204,204,247
1,10,0,1,20,0,25,104,104,8,0,88
13,269,60,238,174,200,60,575,63,0,1,11,11,0,31,100,136
64,297,64,36,138,127,1,64,10,10,0
28,63,133,64,1,0,110,62,53,52,4,0,1,0
18,77,337,0,1,18,176,143,143,0,1,14,145,66,63,8,18,338,147,1,67,56,99,10,0,0,144,11
10,0,22,702,97,10,0,0
0,56,446,613,59,361,79,738,361,13,446,41
102,102,435,31,272,435,102,626,272,10,0
0,1,104,16,15,0
4,0,4,1,60,1,107,0,6
10,0,231,4,72,72,13,119,314,108
24,210,102,102,210,672,23,166,673,10,0,2,35,165,317,6,11,11,0,13,198,11,11,0,41,352,0
17,0,15,13,10,0,20,332,629,696,55
0,230,37,144,10,0,0,15
13,124,82
0,562,13,127,0,1,247,454,260
108,175
50,50,524,22,10,0,108
141,69,139,347
487,323,79,195,254,198,400,492,492,80,152,400,268
47,487,323,9,323,219,61,15,9,15,61,61,51
66,740,18,182,50,18,18,371,371,182,36
9,0,47,124,82,0,70,124,82
0,381,743,559,497,687,31,49,0
678,155,375,56,58,155,9,504,58,155,0,157,49,0,146,0,216,180
243,58,155,408,9,42,243,309,91,408,42,146,0,216,0,106
233,105,347,9,0,117,180,0,39
476,58,137,137,706,137,653,322,9,0,40,320,40,6,710
137,362,137,434,322,9,40,320,40,43,0,41,49,0,39,7,0,41
619,43,43,43,0,9,9,43,43,329,190,49,3,3,73,97,115,2
9,460,0,170,170,9,117,230,73,94,27,3,3
12,123,190,42,14,124,82
109,109,9,31,39,31,109,109,47,9,391,128,0,9,47,9,0,38,246,50,0,31
6,117,15,0,9,47,0,165,180,0
191,0,20,87,9,165,60,1,107,0,6
253,49,47,9,180,213,0,180,213,0,108
24,9,0,47,548,22,102,102,0,88
683,124,82,36
149,28,227,75,1,85,96,1,85,96,126,25,0,38,44
22,225
22,225
273,273,514,352,699,86,476,273,2,128,120,372,372,309,412,412
7,0,19,38,201
7,0,19,5,83,104
22,0,153,30,32,114,101,309,733,7,0,19,5,6
477,3,3,0,275,603,0,0,437,91,22,535,357,357
543,477,3,3,0,275,341,717,81,0
69,488,142,60,51,5,61,242
14,29,74,7,8
103,74,8
0,65,116,75
349,0
48,134,61,134,316,5,5,285,50,48,14,49,3,3,0,0,14,41
72,18,72,14,145,66,63,8,0
149,28,227,75,1,85,96,1,85,96,126,25,0,38,44
208,42,0,208,51,16,208,42,66,217,246,196,0,69,33,66,0
208,0,208,99,94,34,26,34,26,18,99,34,12,12,407,18,34,26,34,26,18,99,99,129,277,34,34,12,26,354,34,12,12,354,34,26,0,6,11,39,0
71,80,14,121,86,171,54,40,264,264,86,171,54,40,33,33,86,345,467,459,86,345,441,80,6,286,121,286,121
634,449,98,98,188,6,86,171,54,40,264,264,86,171,54,40,33,33,86,345,467,459,86,441
84,12,83
84,1,1,120,12,12,83,215
24,6,226,16,15,20,6,0,141,0,555
207,7,24,188
27,27,2,27,150,326,331,307,30,32,27,351,27,0,7
753
654,1,33,226,0,714,457,22,349,31,268,127,8,33
31,120,353
0,216,416,416,214,513,754,39,179,161
48,649,0,167,104,397,214,266
154,327,632,30,266,689,688,313,531,519,664,385,581,28,91,0,429,31
313,556,313,397,8,386,266,154,461,0,20,431,0,200
32,681,30,748,15,152,327,30,679,327,117,115,115,0
401,401,7,203,684,588,35,35,10,35,35,409,409,10,0,108
72,18,72,14,145,66,63,8,0
315,450,36,140,7,36,140,72,0,6,3,3,348
94,97,66,33,33,78,693,34,0,402,0,20,156,0,89,106
335,335,638,42,335,113,113,174,17,0,0,70,110,70,113
47,47,481,374,58,482,23,636,481,23,23,0,374,0,58,482,123,10,0,0,676
27,27,2,27,150,326,331,307,30,32,27,351,27,0,7
18,77,45,18,77,45,0,1,10,0,205,4,0,1
234,234,33,2
120,704,51,342,525
206,206,2,333,27,333,333
0,69,171,344,469,468,468,32,406,311,3,34,406,758,343,344,469,311,3,34,392
4,0,4,1,85,96,0,16,1,289,0,276
2,464,334,244,294,22,150,84,67,189
13,4,0,1,95,101,0,24,24,291,91,287,116,282
7,84,0,0,71,30,32,2,87,73,91,0,1,24,222,0,163,163,5,5
18,77,45,18,77,45,0,1,10,0,205,4,0,1
4,0,1,17,17
189,0,1,1,73,0,82,7,22,257
4,0,1,177,336,167,199,21,0,21
12,26,44,130,44,69,139,211,248,62,53,52,4,0,1,25,0,0,89,106
6,6,607,5,5,15,16,6,74,7,15,242
87,53,52,4,1,25
1,288,283,169,25,0,27,0
78,12,12,90,26,90,0,1,159,33,13,127,0,1,39,39
4,0,4,1,232,55,65,65
28,63,133,64,1,0,110,62,53,52,4,0,1,0
18,77,337,0,1,18,176,143,143,0,1,14,145,66,63,8,18,338,147,1,67,56,99,10,0,0,144,11
4,0,4,1,60,1,107,0,6
4,0,1,0,70,31
4,0,1,25
2,464,334,244,294,22,150,84,67,189
13,4,0,1,95,101,0,24,24,291,91,287,116,282
7,84,0,0,71,30,32,2,87,73,91,0,1,24,222,0,163,163,5,5
18,77,45,18,77,45,0,1,10,0,205,4,0,1
4,0,1,17,17
189,0,1,1,73,0,82,7,22,257
4,0,1,177,336,167,199,21,0,21
12,26,44,130,44,69,139,211,248,62,53,52,4,0,1,25,0,0,89,106
87,53,52,4,1,25
1,288,283,169,25,0,27,0
4,0,4,1,232,55,65,65
28,63,133,64,1,0,110,62,53,52,4,0,1,0
18,77,337,0,1,18,176,143,143,0,1,14,145,66,63,8,18,338,147,1,67,56,99,10,0,0,144,11
4,0,4,1,60,1,107,0,6
149,28,227,75,1,85,96,1,85,96,126,25,0,38,44
268,149,298,518,154,601,14,392
587,207,606,0,31,278,39,0,13,39,0,8
24,0,218,223,71,223,17,442,17,147,24,0,159,71,95,19,252,368,89,0,17,0,252
0,95,168,650,16,289,13,95,168,95,126,23,267,0
15,5,16,3,3,423,239,239,16,3,3,162,22,480,39,44,3,3,162,281,470,224,224,0,19,3,3,162,2,23
19,90,15,16,15,62,53,52,0,55
68,17,178,123,527,0,219,23,7
0,16,51,384,80,132
19,16,2,153,22,0,8,33
19,340,290,237,0,170,170
19,5,183,444,68,290,183,195,458,256,2,111,148,101,13,111,111,13,148,2,147,422
35,35,403,41,23,14
29,221,114,168,24,216
95,19,343,55,0,65,116,55,21
48,81,81,0,125,125,35,35,196,35,125,125
48,48,7,300,215
16,3,3,341,19,148,3,3,41
73,94,394,465,194,194,97,73
19,31,209,311,0,353,353
19,129,5,83,15,2,7,8,2,89,237
191,108,203,92,132,28,37,97,169,25,2,67,23
23,591,64
46,46,251,46,20,0,46,20,0,19,71,0
23,7,655
24,0,218,223,71,223,17,442,17,147,24,0,159,71,95,19,252,368,89,0,17,0,252
0,2,87,373,193,215,2,87,89,106
149,28,227,75,1,85,96,1,85,96,126,25,0,38,44
274,118,118,56,213,9,50
279,279,3,3,191,23,3,3,129,5,16
74,302,14,0,270,37,37,144,275,123,225,2,10
0,16,51,384,80,132
84,1,1,120,12,12,83,215
19,16,2,153,22,0,8,33
19,5,183,444,68,290,183,195,458,256,2,111,148,101,13,111,111,13,148,2,147,422
35,35,403,41,23,14
29,221,114,168,24,216
95,19,343,55,0,65,116,55,21
48,81,81,0,125,125,35,35,196,35,125,125
48,48,7,300,215
16,3,3,341,19,148,3,3,41
73,94,394,465,194,194,97,73
7,58,58,637,58,58,155,358,662,28,0,170,170,501,0,89
191,108,203,92,132,28,37,97,169,25,2,67,23
46,46,251,46,20,0,46,20,0,19,71,0
114,101,84,1,51,3,3,113,23,5,168,23
289,289,0,8,80,32,22,276,49,1,1
274,118,118,56,213,9,50
51,149,3,3,5,123,3,3,38,690,39
71,3,3,715,94,329,190,296,48,273,682,364,253,214,364,253,48,49,3,3,342,312,312,348
78,90,160,306,45,160,207,59,14,164
92,228,332,92,228,6,256,2,128,166,6
29,57,23,19,19,19,23
0,71,263,263,51,16,114,83,2,19
48,134,61,134,316,5,5,285,50,48,14,49,3,3,0,0,14,41
58,58,47,0,157,0,9,415,7,39,329,190,2,124,82
137,362,137,434,322,9,40,320,40,43,0,41,49,0,39,7,0,41
46,46,251,46,20,0,46,20,0,19,71,0
6
57,21
57,187,146,149,21
78,90,160,306,45,160,207,59,14,164
544,659,16,68,686,51,209,51,396,14
14,5,16,15,29,5,5,241,8,33
14,67,0,20,0,36,36,123,37,136
78,90,160,306,45,160,207,59,14,164
80,516,30,428,259,70,80,491,426,9,80,491,220,418,5,61,456,426,9,2,0,631
220,418,5,61,456,443,120,443,44,76
76,15,6,6,6,7,5,472,0,472,625,616
76,15,0,5,321,330,604,243,0,64,27,113,100,136,179,161
129,5,148,3,3,0
129,5,174,757,680,734,76
129,5,188,18,188,707,529,436,36,222,49,0
0,93,5,6,5,7,76,432,93,574,182,330,50,182,67
314,69,314,76,126,0,230,31,100,677
220,503,568,572,599,253,59,22,0,310,31,508
22,354,5,188,660,512,31,191,617,8
198,93,310,22,144,732,70,612,0,546,142,120,547,439,439,141,214,0,70
129,5,1,5,76,214,104,0,5,6
15,5,61,104,5,84,244,220,24,24,75,0,274,118,118,17,119,5,5,0,43,28,7,28,182,3,3,330,13,84,15,0,31
274,118,118,56,213,9,50
1,15,2,17,107,0,119,694,7,0,31
78,334,0,15,5,16,583,5,16,15,2,236,236
41,466,154,37,30,41
692,201,277,61,18,176,94,296,146,18,176,94,20,93,61,0,23,447,97,10
98,178,178,121,350,723,250,132
178,342,121,34,34,624,270,38,138,7
183,563,292,132,98,98,178,286,121,2,2,731,35,411,705,592,589,38,232,205,34,34,2,433,106
204,411,304,369,315,558,344,644,84,244
312,747,2,2,154,185,2,88,88
185,395
623,278,154,226,432,390,29,390,0
419,622,541,419,0,14,280
201,475,475,179,161
517,8,2,609,243,633,304,627,358,593,395,7,2,242
38,49
201,42,42,367,388,462,212,212,179,161
201,42,42,367,388,462,212,212,179,161
186,38,436,520,185,691,321,485,186,0,47,321,485,9,186,56,2,461,186,56,33,75,0,186,204,204,247,260
128,0,350,0,103,30,32,9,59,33,355,45,14,191,0,10
9,9,78,328,11,569,13,293,293,670,293,10,0,0,10,179,161
0,656,35,113,573,203,33,94,7,9,570,0,0,30,32,0
128,0,350,0,103,30,32,9,59,33,355,45,14,191,0,10
109,109,9,31,39,31,109,109,47,9,391,128,0,9,47,9,0,38,246,50,0,31
536,301,92,669,250,166,0,89
250,386,104,427,427,8,128,166,0,103
92,228,332,92,228,6,256,2,128,166,6
33,30,32,33,405,166
193,193,661,2,575,405
